Date,Close
1654125000.0,29928.57000000
1654125300.0,29825.11000000
1654125600.0,29906.38000000
1654125900.0,29933.42000000
1654126200.0,29883.18000000
1654126500.0,29880.99000000
1654126800.0,29875.34000000
1654127100.0,29864.86000000
1654127400.0,29799.40000000
1654127700.0,29810.54000000
1654128000.0,29752.01000000
1654128300.0,29761.10000000
1654128600.0,29703.45000000
1654128900.0,29721.57000000
1654129200.0,29618.64000000
1654129500.0,29761.67000000
1654129800.0,29603.19000000
1654130100.0,29680.81000000
1654130400.0,29675.60000000
1654130700.0,29694.95000000
1654131000.0,29693.47000000
1654131300.0,29682.98000000
1654131600.0,29677.10000000
1654131900.0,29788.64000000
1654132200.0,29801.20000000
1654132500.0,29791.42000000
1654132800.0,29767.57000000
1654133100.0,29761.47000000
1654133400.0,29798.05000000
1654133700.0,29787.81000000
1654134000.0,29839.90000000
1654134300.0,29852.66000000
1654134600.0,29866.39000000
1654134900.0,29821.37000000
1654135200.0,29799.21000000
1654135500.0,29839.40000000
1654135800.0,29836.74000000
1654136100.0,29847.26000000
1654136400.0,29845.01000000
1654136700.0,29841.45000000
1654137000.0,29833.62000000
1654137300.0,29878.55000000
1654137600.0,29820.50000000
1654137900.0,29807.85000000
1654138200.0,29822.00000000
1654138500.0,29817.16000000
1654138800.0,29847.98000000
1654139100.0,29801.49000000
1654139400.0,29763.67000000
1654139700.0,29809.07000000
1654140000.0,29843.38000000
1654140300.0,29804.45000000
1654140600.0,29801.08000000
1654140900.0,29744.39000000
1654141200.0,29772.89000000
1654141500.0,29748.71000000
1654141800.0,29715.24000000
1654142100.0,29722.09000000
1654142400.0,29767.13000000
1654142700.0,29705.75000000
1654143000.0,29686.63000000
1654143300.0,29744.85000000
1654143600.0,29741.43000000
1654143900.0,29745.99000000
1654144200.0,29784.00000000
1654144500.0,29794.42000000
1654144800.0,29810.86000000
1654145100.0,29808.41000000
1654145400.0,29812.63000000
1654145700.0,29802.97000000
1654146000.0,29794.19000000
1654146300.0,29752.97000000
1654146600.0,29715.78000000
1654146900.0,29690.14000000
1654147200.0,29720.74000000
1654147500.0,29752.45000000
1654147800.0,29759.66000000
1654148100.0,29778.96000000
1654148400.0,29851.79000000
1654148700.0,29870.15000000
1654149000.0,29867.96000000
1654149300.0,29877.49000000
1654149600.0,29878.06000000
1654149900.0,29872.53000000
1654150200.0,29872.53000000
1654150500.0,29833.41000000
1654150800.0,29833.41000000
1654151100.0,29860.70000000
1654151400.0,29820.42000000
1654151700.0,29834.91000000
1654152000.0,29850.66000000
